TICID,RA,Dec,Tmag,Keywords
101592995,159.4423,30.5576,10.57,G04191
101593310,159.4496,32.6871,7.88,G04103
101593390,159.544,33.1798,10.91,G04191
101593621,159.4338,34.8194,10.7,G04191
101593628,159.5478,34.8654,9.14,G04103
101593861,160.2472,35.367,10.53,G04191
101594086,160.2179,33.6477,9.95,G04191
101594277,160.2112,32.205,11.99,G04039
101594351,160.1122,31.6571,10.91,G04191
101614934,160.2306,30.2007,7.78,G04191
101615135,160.3755,31.3267,11.04,G04191
101615560,160.2916,34.2725,11.07,G04191
101615566,160.2662,34.3057,11.56,G04123;G04106
101615640,160.2682,34.798,10.49,G04191
101615701,160.33,35.2753,11.38,G04191
101615815,160.4634,35.7704,11.17,G04191
101615938,160.475,34.7455,11.87,G04039
101616168,160.5186,33.1499,9.05,G04103
101616375,160.4677,31.552,10.8,G04191
101623466,160.6463,33.6541,10.55,G04191
101623866,163.5109,34.7727,11.18,G04191
101623877,163.5344,34.6618,15.11,G04209
101623953,163.5425,34.1309,7.88,G04103
101624157,163.5229,32.3697,10.66,G04191
101624378,163.6069,30.5319,7.05,G04191;G04103
101624385,163.5856,30.4828,9.29,G04191
138711017,162.899,27.0692,9.46,G04103
138711522,162.8935,29.7136,10.13,G04139;G04039;G04191;20SECONDTARGET
138711730,163.0715,29.0218,9.53,G04103
138727428,163.0395,28.0481,9.69,G04103
138727481,163.0249,27.9842,9.37,G04191
138728063,162.9942,26.9385,12.47,G04214
138728097,163.0367,26.8763,11.62,G04191
138731735,163.2034,27.8654,7.03,G04103
138731797,163.1746,28.0508,11.23,G04191
138731860,163.1917,28.1877,9.05,G04191
138736856,163.5958,29.0028,11.33,G04191
138737147,163.556,27.3883,11.59,G04039
138737166,163.5433,27.2976,10.9,G04191
138737263,163.5324,26.8893,10.85,G04191
138738430,163.6795,27.1156,14.35,G04200;G04137;G04240;G04036;20SECONDTARGET
138755493,163.6098,27.9759,11.56,G04039
138755605,163.6298,28.6431,11.81,G04191
138755667,163.6238,28.9087,8.35,G04103
138755826,163.6466,29.6298,6.03,G04103
138755872,163.7064,29.7966,10.89,G04191
138756003,163.7646,29.5117,11.81,G04171
138757901,163.9942,29.3205,9.96,G04231
138757908,163.9436,29.3627,10.34,G04191
138758131,164.1091,29.3633,10.6,G04103
138758289,164.015,28.3298,11.03,G04191
138761740,164.0651,27.7388,7.78,G04191
138762941,164.2361,26.8291,11.5,G04191
138763069,164.1715,27.6082,10.48,G04191
138763579,164.3001,28.9369,7.95,G04191
138763841,164.3051,27.2174,10.48,G04191
138763924,164.386,26.7233,11.19,G04191
138764425,164.6256,29.9273,11.3,G04191
138764601,164.5908,28.7581,11.63,G04191
139402102,153.6233,31.0139,10.59,G04191
139402175,153.5456,31.4245,7.32,G04103
139402409,153.5616,32.8248,9.42,G04103
139414554,153.7579,31.9804,10.32,G04191
139414655,153.6942,31.4508,9.81,G04191
139414659,153.7785,31.4182,11.75,G04139;20SECONDTARGET
139414739,153.7692,30.9946,11.08,G04191
139415100,153.8953,30.8124,11.79,G04039
139416441,153.9644,32.859,12.4,G04184
139416671,154.0228,31.4987,10.98,G04191
139417280,154.22,31.9644,10.83,G04191
139418680,154.2415,31.1302,13.01,G04214
139418954,168.375,35.5763,12.31,G04184
139418956,168.4626,35.5672,10.76,G04191
139423543,168.4323,33.7801,10.93,G04191
139424637,168.622,33.329,10.94,G04191
139424697,168.6521,33.6741,12.69,G04091
139424702,168.6025,33.6891,17.57,G04200
139424726,168.6499,33.8416,11.37,G04191
139425617,168.9147,33.7386,11.32,G04039
139452314,169.0627,35.8407,11.86,G04171
139452459,168.9633,34.607,7.94,G04191
144282981,169.4439,34.8813,12.06,G04214
144283048,169.4002,34.432,14.22,G04214;G04178
144294808,169.532,35.3939,10.44,G04191
144294818,169.5022,35.4451,7.54,G04191
144294898,169.7355,35.8993,8.66,G04191
144294974,169.6713,35.3995,11.23,G04191
144302352,169.7953,35.6281,13.12,G04214;G04178
14899710,159.9527,35.5797,9.71,G04191
14899947,159.8304,33.5055,10.45,G04191
14900033,159.889,32.7486,10.67,G04191
14900066,159.9187,32.4509,11.41,G04039
14900084,159.9241,32.2923,10.13,G04191
14900251,159.9249,31.0066,10.62,G04191
155559790,158.2373,39.4348,11.11,G04191
155559824,158.203,39.6298,10.27,G04191
155559849,158.2774,39.8017,10.74,G04191
155559947,158.3068,40.4256,4.53,G04123;G04125
155560331,158.4545,40.6801,11.59,G04039
155560926,158.4572,36.6519,11.23,G04191
155560932,158.4467,36.5953,9.67,G04191
159990633,158.8791,30.1975,10.73,G04191
159990687,158.9312,30.4967,10.67,G04191
159990797,158.9704,31.1645,9.77,G04191
159990872,158.87,31.7786,7.44,G04103
159990911,158.9489,31.9895,9.99,G04191
159991033,158.9475,32.8513,10.04,G04191
159991258,158.9205,34.5714,11.98,G04039
159991426,158.9238,35.7818,10.68,G04191
159991575,159.0163,35.124,12.34,G04214
159991577,159.0938,35.1217,8.24,G04103
159991884,159.0297,32.8233,10.87,G04191
159992094,159.0097,31.3298,11.41,G04191
160332187,155.7108,33.2826,8.38,G04103
160332414,155.6394,34.4197,11.81,G04039
160332823,155.7718,35.2175,6.92,G04123;G04106
160332867,155.8026,34.9537,10.65,G04191
160332871,155.7923,34.9262,9.52,G04103
160333247,155.7925,32.7616,10.32,G04191
160333747,156.0091,30.2041,8.64,G04103
160333943,155.9169,31.4021,14.92,G04209
160334055,155.979,32.0259,9.06,G04103
160346000,156.1392,32.9647,9.71,G04103
160346553,156.2293,30.1865,9.36,G04191
160346590,156.2577,30.3705,7.37,G04191
160347294,156.19,34.5535,11.04,G04191
165287082,156.6208,29.7146,10.07,G04191
165287194,156.7475,29.6752,7.46,G04103
165296667,156.8473,29.6507,11.13,G04191
165314729,157.7445,29.8948,9.61,G04103
165316951,158.0065,29.7326,7.29,G04103
165368330,158.5157,29.2311,11.05,G04191
165368344,158.4989,29.3793,10.33,G04039;G04191
165368407,158.5521,29.7123,10.79,G04191
165368528,158.679,29.4302,10.19,G04191
165403251,158.8674,29.5707,11.29,G04191
165403334,158.9303,29.1039,8.21,G04103
165403381,158.8717,28.8098,10.47,G04191
165405153,159.074,28.7465,10.76,G04039;G04191
165405158,159.0172,28.8072,10.63,G04191
165405177,158.9878,28.8917,10.79,G04236;G04039;G04191
165405251,159.0403,29.2444,11.2,G04191
165405252,158.994,29.2448,10.36,G04191
165409451,159.3552,28.9291,9.87,G04191
165409479,159.2315,29.0302,10.59,G04191
165409616,159.315,29.7624,11.3,G04039;G04191
165409781,159.4673,29.1206,12.73,G04214
165413840,159.653,29.7368,11.1,G04191
165425199,159.7698,29.2001,8.79,G04103
165425432,161.8771,29.3001,11.41,G04191
165425572,161.8478,28.3938,9.7,G04191
165425718,161.7979,27.4452,9.34,G04103
165427092,161.9489,29.1712,11.59,G04214;G04039
165429881,162.1363,28.1367,11.51,G04191
165431196,162.2587,28.5024,11.02,G04191
165431260,162.2204,29.0415,10.84,G04191
165431297,162.2653,29.3283,10.02,G04191
165431334,162.2436,29.5665,11.92,G04039
165431347,162.2098,29.6475,11.51,G04191
165431369,162.1595,29.8031,10.63,G04191
165431383,162.1939,29.8866,9.52,G04103
165431466,162.4007,29.5163,9.21,G04103
165431549,162.2791,28.9201,11.32,G04191
165431675,162.2947,28.0653,11.21,G04191
165431702,162.3701,27.906,15.51,G04137;G04200;G04036;20SECONDTARGET
165450957,162.5102,27.5798,11.24,G04191
165451316,162.6203,29.9412,8.95,G04191
165451331,162.6176,29.8215,11.05,G04191
165451600,162.5396,28.0882,10.66,G04191
165451730,162.669,27.1689,10.04,G04191
165654220,162.6289,33.7885,9.3,G04103
165654272,162.5139,33.4357,11.21,G04191
165654322,162.6088,33.0972,10.53,G04139;G04214;G04191;20SECONDTARGET
165654454,162.5682,32.433,17.1,G04200
165654650,162.6138,31.2937,10.53,G04191
165655262,162.6418,32.0275,7.12,G04103
165655367,162.7068,32.6276,10.19,G04191
165655486,162.6937,33.2608,13.45,G04209
165655487,162.6918,33.2627,16.57,G04137;G04209;G04036;20SECONDTARGET
165655947,162.7836,35.8384,9.08,G04103
165685096,162.955,32.432,8.77,G04191
165685226,163.0092,33.0435,8.2,G04191
165685523,163.0485,34.9435,10.95,G04191
165685619,162.9899,35.5352,9.26,G04103
165685671,162.9806,35.9023,10.05,G04191
165685709,163.1778,35.7101,9.81,G04191
165685816,163.096,35.0676,11.45,G04191
165685970,163.1656,34.0442,10.72,G04191
165686015,163.092,33.7856,11.11,G04191
165686091,163.0807,33.3172,11.73,G04191
165686234,163.1392,32.6565,10.95,G04191
165686740,163.705,35.7451,10.32,G04039;G04191
165686841,163.693,35.0782,11.94,G04039
165690377,163.6831,31.9574,9.77,G04103
165690666,163.6269,30.1026,16.45,G04137;G04046
165690915,163.7995,31.481,11.06,G04191
165691101,163.8353,32.646,11.2,G04191
165691232,163.8047,33.503,11.06,G04191
165691242,163.8667,33.5449,11.05,G04191
165691266,163.8024,33.7733,10.58,G04191
165691321,163.7898,34.1039,10.49,G04191
165691365,163.8626,34.5111,11.1,G04191
165691404,163.8354,34.7517,9.63,G04191
165691507,163.8843,35.5201,13.26,G04209
165691553,163.8328,35.803,10.79,G04191
165692191,163.8925,31.7515,10.68,G04191
165692229,164.0224,31.5177,11.21,G04191
165716470,164.0773,31.0394,7.87,G04103
165716725,164.1613,32.6065,10.44,G04191
165717379,164.2936,34.6797,11.52,G04191
165717394,164.2771,34.5651,10.16,G04191
165717453,164.1823,34.1526,10.71,G04191
165717667,164.1918,32.7739,12.46,G04214
165717787,164.2208,32.0214,10.08,G04191
165718157,164.3758,30.1397,17.05,G04137;G04209
165718158,164.3781,30.1401,13.79,G04209
165718298,164.3361,30.9958,10.51,G04191
165718591,164.4131,32.9714,11.47,G04191
165730685,164.4497,34.6264,8.76,G04191
165730715,164.53,34.3909,10.44,G04191
165730800,164.5014,33.7561,10.14,G04191
165730976,164.561,32.6338,10.09,G04191
166646191,165.8297,35.9405,5.7,G04148
166646955,165.7839,30.7826,10.31,G04191
166646980,165.8091,30.5915,8.13,G04191
166647000,165.7164,30.4152,7.68,G04171;G04103
166647300,165.9463,31.2221,8.59,G04191
166648072,166.1068,35.7757,10.15,G04191
166648416,166.0473,33.4814,9.56,G04103
166648465,166.001,33.1455,8.72,G04191
166648495,166.1278,32.9952,8.37,G04191
166648755,166.0188,31.3348,10.85,G04103
166648874,166.1178,30.4585,12.62,G04148;G04242;G04039
166648875,166.045,30.4567,11.12,G04191
166648989,166.186,30.1632,10.54,G04191
166649153,166.1642,31.2908,11.31,G04191
166649385,166.2597,32.8523,9.02,G04103
166649743,166.2685,35.1459,10.84,G04191
166649819,166.2254,35.584,8.84,G04103
166650364,166.3903,32.2319,13.34,G04214;G04178
166655021,166.3496,31.5151,10.86,G04191
